CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS,,,,,,,,,
CHEMBL150465	253514	CHEMBL150465	253514		N-(4-Chloro-phenyl)-hydroxylamine	143.57	2.14	32.26	0	ONc1ccc(Cl)cc1	228635	Ratio	=	45.6	-		Ratio	=	45.6				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL150596	252783	CHEMBL150596	252783		4-heptlybenzyl alcohol	206.33	3.69	20.23	0	CCCCCCCc1ccc(CO)cc1	255210	Km	=	410000	nM		Km	=	.41	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL150596	252783	CHEMBL150596	252783		4-heptlybenzyl alcohol	206.33	3.69	20.23	0	CCCCCCCc1ccc(CO)cc1	255211	Vmax	=	133	nM min-1		Vmax	=	133	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL150596	252783	CHEMBL150596	252783		4-heptlybenzyl alcohol	206.33	3.69	20.23	0	CCCCCCCc1ccc(CO)cc1	255212	Ratio	=	11	-		Ratio	=	11				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL150597	252784	CHEMBL150597	252784		4-hexylbenzyl alcohol	192.3	3.3	20.23	0	CCCCCCc1ccc(CO)cc1	252498	Km	=	30000	nM		Km	=	.03	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL150597	252784	CHEMBL150597	252784		4-hexylbenzyl alcohol	192.3	3.3	20.23	0	CCCCCCc1ccc(CO)cc1	252499	Vmax	=	96.7	nM min-1		Vmax	=	96.7	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL150597	252784	CHEMBL150597	252784		4-hexylbenzyl alcohol	192.3	3.3	20.23	0	CCCCCCc1ccc(CO)cc1	252500	Ratio	=	109	-		Ratio	=	109				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL150824	253674	CHEMBL150824	253674		2-Chloro-4-nitro-phenol	173.55	1.95	63.37	0	Oc1ccc(cc1Cl)[N+](=O)[O-]	228627	Km	=	5000	nM		Km	=	.005	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL150824	253674	CHEMBL150824	253674		2-Chloro-4-nitro-phenol	173.55	1.95	63.37	0	Oc1ccc(cc1Cl)[N+](=O)[O-]	228628	Vmax	=	28	nM min-1		Vmax	=	28	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL150824	253674	CHEMBL150824	253674		2-Chloro-4-nitro-phenol	173.55	1.95	63.37	0	Oc1ccc(cc1Cl)[N+](=O)[O-]	228629	Ratio	=	190	-		Ratio	=	190				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL150956	253493	CHEMBL150956	253493		(1S)-1-Phenyl-1-pentanol	164.25	2.91	20.23	0	CCCC[C@H](O)c1ccccc1	251095	Km	=	10000	nM		Km	=	.01	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL150956	253493	CHEMBL150956	253493		(1S)-1-Phenyl-1-pentanol	164.25	2.91	20.23	0	CCCC[C@H](O)c1ccccc1	251096	Vmax	=	30.5	nM min-1		Vmax	=	30.5	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL150956	253493	CHEMBL150956	253493		(1S)-1-Phenyl-1-pentanol	164.25	2.91	20.23	0	CCCC[C@H](O)c1ccccc1	251097	Ratio	=	103	-		Ratio	=	103				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL151062	252896	CHEMBL151062	252896		(1R)-1-Phenyl-ethanol	122.17	1.74	20.23	0	C[C@@H](O)c1ccccc1	242980	Km	=	1730000	nM		Km	=	1.73	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL151062	252896	CHEMBL151062	252896		(1R)-1-Phenyl-ethanol	122.17	1.74	20.23	0	C[C@@H](O)c1ccccc1	242981	Vmax	=	20.6	nM min-1		Vmax	=	20.6	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL151062	252896	CHEMBL151062	252896		(1R)-1-Phenyl-ethanol	122.17	1.74	20.23	0	C[C@@H](O)c1ccccc1	242982	Ratio	=	.4	-		Ratio	=	.4				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL152295	252536	CHEMBL152295	252536		4-Butyl-phenol	150.22	2.73	20.23	0	CCCCc1ccc(O)cc1	248340	Km	=	5000	nM		Km	=	.005	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL152295	252536	CHEMBL152295	252536		4-Butyl-phenol	150.22	2.73	20.23	0	CCCCc1ccc(O)cc1	248341	Vmax	=	296	nM min-1		Vmax	=	296	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL152295	252536	CHEMBL152295	252536		4-Butyl-phenol	150.22	2.73	20.23	0	CCCCc1ccc(O)cc1	248342	Ratio	=	2230	-		Ratio	=	2230				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153062	252564	CHEMBL153062	252564	4-NONYLPHENOL	4-Nonyl-phenol	220.36	4.69	20.23	0	CCCCCCCCCc1ccc(O)cc1	223327	Km	=	109000	nM		Km	=	.109	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153062	252564	CHEMBL153062	252564	4-NONYLPHENOL	4-Nonyl-phenol	220.36	4.69	20.23	0	CCCCCCCCCc1ccc(O)cc1	223328	Vmax	=	91	nM min-1		Vmax	=	91	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153062	252564	CHEMBL153062	252564	4-NONYLPHENOL	4-Nonyl-phenol	220.36	4.69	20.23	0	CCCCCCCCCc1ccc(O)cc1	223329	Ratio	=	28.3	-		Ratio	=	28.3				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153388	253659	CHEMBL153388	253659		4-pentyl phenol	164.25	3.12	20.23	0	CCCCCc1ccc(O)cc1	223333	Km	=	9000	nM		Km	=	.009	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153388	253659	CHEMBL153388	253659		4-pentyl phenol	164.25	3.12	20.23	0	CCCCCc1ccc(O)cc1	223334	Vmax	=	208	nM min-1		Vmax	=	208	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153388	253659	CHEMBL153388	253659		4-pentyl phenol	164.25	3.12	20.23	0	CCCCCc1ccc(O)cc1	223335	Ratio	=	784	-		Ratio	=	784				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153491	252686	CHEMBL153491	252686		2-Bromo-N-(4-hydroxy-phenyl)-acetamide	230.06	1.73	49.33	0	Oc1ccc(NC(=O)CBr)cc1	251092	Km	=	22000	nM		Km	=	.022	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153491	252686	CHEMBL153491	252686		2-Bromo-N-(4-hydroxy-phenyl)-acetamide	230.06	1.73	49.33	0	Oc1ccc(NC(=O)CBr)cc1	251093	Vmax	=	95	nM min-1		Vmax	=	95	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153491	252686	CHEMBL153491	252686		2-Bromo-N-(4-hydroxy-phenyl)-acetamide	230.06	1.73	49.33	0	Oc1ccc(NC(=O)CBr)cc1	251094	Ratio	=	146	-		Ratio	=	146				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153580	253576	CHEMBL153580	253576	PARANITROBENZYL ALCOHOL	4-notrobenzyl alcohol	153.14	1.09	63.37	0	OCc1ccc(cc1)[N+](=O)[O-]	257988	Km	=	199000	nM		Km	=	.199	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153580	253576	CHEMBL153580	253576	PARANITROBENZYL ALCOHOL	4-notrobenzyl alcohol	153.14	1.09	63.37	0	OCc1ccc(cc1)[N+](=O)[O-]	257989	Vmax	=	20.6	nM min-1		Vmax	=	20.6	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153580	253576	CHEMBL153580	253576	PARANITROBENZYL ALCOHOL	4-notrobenzyl alcohol	153.14	1.09	63.37	0	OCc1ccc(cc1)[N+](=O)[O-]	257990	Ratio	=	3.5	-		Ratio	=	3.5				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153691	252787	CHEMBL153691	252787		N-Ethyl-N-phenyl-hydroxylamine	137.18	1.9	23.47	0	CCN(O)c1ccccc1	251098	Km	=	650000	nM		Km	=	.65	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153691	252787	CHEMBL153691	252787		N-Ethyl-N-phenyl-hydroxylamine	137.18	1.9	23.47	0	CCN(O)c1ccccc1	251099	Vmax	=	273	nM min-1		Vmax	=	273	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153691	252787	CHEMBL153691	252787		N-Ethyl-N-phenyl-hydroxylamine	137.18	1.9	23.47	0	CCN(O)c1ccccc1	251100	Ratio	=	14.2	-		Ratio	=	14.2				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153721	252899	CHEMBL153721	252899		(1S)-1-Phenyl-1-heptanol	192.3	3.69	20.23	0	CCCCCC[C@H](O)c1ccccc1	227338	Km	=	20000	nM		Km	=	.02	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153721	252899	CHEMBL153721	252899		(1S)-1-Phenyl-1-heptanol	192.3	3.69	20.23	0	CCCCCC[C@H](O)c1ccccc1	227339	Vmax	=	5.2	nM min-1		Vmax	=	5.2	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153721	252899	CHEMBL153721	252899		(1S)-1-Phenyl-1-heptanol	192.3	3.69	20.23	0	CCCCCC[C@H](O)c1ccccc1	227340	Ratio	=	8.8	-		Ratio	=	8.8				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153777	252651	CHEMBL153777	252651		4-propylbenzyl alcohol	150.22	2.13	20.23	0	CCCc1ccc(CO)cc1	244281	Km	=	40000	nM		Km	=	.04	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153777	252651	CHEMBL153777	252651		4-propylbenzyl alcohol	150.22	2.13	20.23	0	CCCc1ccc(CO)cc1	244282	Vmax	=	178	nM min-1		Vmax	=	178	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL153777	252651	CHEMBL153777	252651		4-propylbenzyl alcohol	150.22	2.13	20.23	0	CCCc1ccc(CO)cc1	244283	Ratio	=	151	-		Ratio	=	151				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL155164	253467	CHEMBL155164	253467		4-pentylbenzyl alcohol	178.27	2.91	20.23	0	CCCCCc1ccc(CO)cc1	248346	Km	=	20000	nM		Km	=	.02	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL155164	253467	CHEMBL155164	253467		4-pentylbenzyl alcohol	178.27	2.91	20.23	0	CCCCCc1ccc(CO)cc1	248347	Vmax	=	109	nM min-1		Vmax	=	109	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL155164	253467	CHEMBL155164	253467		4-pentylbenzyl alcohol	178.27	2.91	20.23	0	CCCCCc1ccc(CO)cc1	248348	Ratio	=	185	-		Ratio	=	185				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL155221	253468	CHEMBL155221	253468		4-butylbenzyl alcohol	164.25	2.52	20.23	0	CCCCc1ccc(CO)cc1	228630	Km	=	30000	nM		Km	=	.03	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
