"SUPPORTING INFORMATION
TREND ANALYSIS OF A DATABASE OF INTRAVENOUS PHARMACOKINETIC PARAMETERS IN HUMANS FOR 670 DRUG COMPOUNDS
188,Diazepam,439-14-5,1.0,0.38,0.023,44,42,"Klotz U, Avant GR, Hoyumpa A, Schenker S, and Wilkinson (1975) The effects of age and liver disease on the disposition and elimination of diazepam in adult man.  J. Clin. Invest. 55: 347-359.  Andersson T, Andren K, Cederberg C, Edvardsson G, Heggelund A, and Lundborg P (1990) Effect of omeprazole and cimetidine on plasma diazepam levels.  Eur. J. Clin. Pharmacol. 39: 51-54.  Herman RJ and Wilkinson GR (1996) Disposition of diazepam in young and elderky subjects after acute and chronic dosing.  Br. J. Clin. Pharmacol. 42: 147-155.  Lucek RW and Coutinho CB (1976) The role of substituents in the hydrophobic binding of the 1,4-benzodiazepines by human plasma proteins.    Molec. Pharmacol. 12:  612-619.  Desmond PV, Roberts RK, Wood AJJ, Dunn GD, Wilkinson GR, and Schenker S (1980) Effect of heparin administration on plasma binding of benzodiazepines.  Br. J. Clin. Pharmacol. 9: 171-175.",
189,Diazoxide,364-98-7,0.21,0.060,0.06,58,48,"Oglivie RI, Nadeau JH, and Sitar DS (1982) Diazoxide concentration-response relation in hypertension. Hypertension 4: 167-173.   Kirsten R, Nelson K, Kirsten D, and Heintz B (!988) Clinical  pharmacokinetics  of vasodilators. Part I.  Clin. Pharmacokinet. 34: 457-482.  ",
190,Dibekacin,34493-98-6,0.13,0.80,NF,2.7,2.4,"Arancibia A, Chavez J, Ibarra R, Ruiz I, Icarte A, Thambo S, and Chavez H (1987) Disposition kinetics of dibekacin in normal subjects and in patients with renal failure.  Int. J. Clin. Pharmacol, Ther. Toxicol. 25: 38-43.  Goto M, Sugiyama M, and Ishizaki T (1980) Pharmacokinetic studies with dibekacin, a new aminoglycoside, after intravenous and intramuscular administration to human volunteers.  Antimic. Agents Chemother. 18: 372-376.",Plasma concentrations measured with a bioassay.
191,Dichloroacetic Acid,79-43-6,0.19,5.3,NF,0.60,0.65,"Jia M, Coats B, Chadha M, Frentzen B, Perez-Rodriguez J, Chadik PA, Yost RA, Henderson GN, and Stacpoole PW (2006) Human Kinetics of Orally and Intravenously Administered Low-Dose 1,2-13C-Dichloroacetate.  J. Clin. Pharmacol.  46: 1449-1459.",
192,Diclofenac,15307-86-5,0.22,3.5,0.005,1.0,1.4,"Willis JV, Kendall MJ, Flinn RM, Thornhill DP, and Welling PG (1979) The pharmacokinetics of diclofenac sodium following intravenous and oral administration.  Eur. J. Clin. Pharmacol. 16: 405-410.  Leucuta SE, Rus V, Bolosiu H, Mocan A, Polinicencu C, and Bojita M (1996) Farmacocinetica diclofenacului sodic administrat in doza unica pe cale intravenosa si orala sub forma de solutie injectabilia experimentala.  Farmacia 43: 43-50.  Chan KKH, Vyas KH, and Brandt KD (1987) In vitro protein binding of diclofenac sodium in plasma and synovial fluid.    J. Pharm. Sci. 76: 105-108.",VDss calculated using micro rate constants and exponential fit parameters reported in the references.  
193,Dicloxacillin,3116-76-5,0.11,2.0,0.033,0.92,0.88,"Dittert LW, Griffen WO, LaPiana JC, Shainfeld FJ, and Doluisio JT (1969) Pharmacokinetic interpretation of penicillin levels in serum and urine after intravenous administration.  Antimic. Agents Chemother. 42-48.  Roder BL, Frimodt-Moller, Espersen F, and Rasumussen SN (1995) Dicloxacillin and flucloxacillin: pharmacokinetics, protein binding and serum bacteriocidal titers in healthy subjects after oral administration.  Infection 23: 107-112.","VDss calculated using micro rate constants reported in the reference by Dittert, et al.  Concentrations determined using a bioassay.  "
194,Didanosine,69655-05-6,0.77,11,0.95,1.2,1.4,"Knupp CA, Shyu WC, Dolin R, Valentine FT, McLaren C, Martin RR, Pittman KA, and Barbhaiya RH (1991) Pharmacokinetics of didanosine in patients with acquired immunodeficiency syndrome or acquired immunodeficiency syndrome-related complex.  Clin. Pharmacol. Ther. 49: 523-535.  Videx Product Label.",
195,Diflunisal,22494-42-4,0.097,0.10,0.0016,14,10,Nuernberg B and Brune K (1989) Buffering the stomach content enhances the absorption of diflunisal in man.  Biopharm. Drug Dispos. 10: 377-387.   Lin JH (1989) Species differences in protein binding of diflunisal.  Drug Metab. Dispos. 17: 221-223.,Parameters calculated from a digitized C vs t plot provided in the report.  Note: N=1
196,Digitoxin,71-63-6,0.44,0.043,0.066,170,180,"Ochs HR, Grube E, Greenblatt DJ, Arendt R, and Bodem G (1981) Pharmacokinetics and pharmacodynamics of intravenous digoxin and digitoxin.  Klin. Wochenschr. 59: 889-897.  Kurz H, Mauser-Ganshorn A, and Stickel HH (1977) Differences in the binding of drugs to plasma proteins from newborn and adult man. I. Eur. J. Clin. Pharmacol. 11: 463-467.",VDss calculated using C vs t data obtained from digitization of a plot reported in the reference.
197,Digoxin,20830-75-5,4.1,1.7,0.70,40,38,"Cusack B, Kelly J, O'Malley K, Noel J, Lavan J, and Horgan J (1979) Digoxin in the elderly: pharmacokinetic consequences of old age.  Clin. Pharmacol. Ther. 25: 772-776.  Ohnhaus EE, Spring P, and Dettli L (1972) Protein binding of digoxin in human serum.    Eur. J. Clin. Pharmacol.  5: 34-36.",VDss calculated using C vs t data obtained from digitization of a plot reported in the reference.
198,Dihydroquinidine,1435-55-8,2.8,4.2,0.22,11,5.7,"Ueda CT, Williamson BJ, and Dzindzio BS (1976) Disposition kinetics of dihydroquinidine following quinidine administration.  Res. Comm. Chem. Path. Pharmacol. 14: 215-225.  Leroyer R, Varoquaux O, Guillebastres R, Jarreau C, Normand JP, Jaillon P, Advenier C, and Pays M (1986) Study on protein binding of 3-(R)- and 3-(S)-hydroxy derivatives of quinidine and dihydroquinidine.  Therapie  41: 159-162.",
199,Dilevalol,75659-07-3,4.8,29,NF,2.8,3.3,"Neubeck M, Becker C, Henke D, Roesch W, Spahn-Langguth H, and Mutschler E. (1993) Pharmacokinetics of dilevalol and its conjugates in man: assay method for plasma, blood, urine and bile samples and preliminary pharmacokinetic studies.  Arz. Forsch. 43: 953-957.",
200,Diltiazem,42399-41-7,4.1,13,0.18,5.3,5.6,"Hoglund P and Nilsson LG (1988) Physiological disposition of intravenously administered 14C-labeled diltiazem in healthy volunteers.  Ther. Drug Monit. 10: 401-409.  Kolle EU, Ochs HR, and Vollmer KO (1983) Pharmacokinetic model of diltiazem.  Arz. Forsch. 33: 972-977.  Kirsten R, Nelson K, Kirsten D, and Heintz B (!988) Clinical  pharmacokinetics  of vasodilators. Part I.  Clin. Pharmacokinet. 34: 457-482.",Different values reported for terminal phase half-life in the Hoglund and Nillson vs the Kolle et al reports.
201,Diphenhydramine,58-73-1,6.5,9.8,0.19,11,9.3,"Meredith CG, Christian CD, Johnson RF, Madhavan SV, and Schenker S (1984) Diphenhydramine disposition in chronic liver disease.  Clin. Pharmacol. Ther. 35: 474-479.  Spector R, Choudhury AK, Chiang CK, Goldberg MJ, and Ghoneim MM (1980) Diphenhydramine in Orientals and Caucasians.  Clin. Pharmacol. Ther. 28: 229-234.",
202,Diprafenone,81447-80-5,1.2,11,0.017,1.9,1.5,"Trenk D, Wagner F, Sachs W, and Jaehnchen E (1989) Pharmacokinetic characterization of the antiarrhythmic drug diprafenone in man.    Eur. J. Clin. Pharmacol. 37: 313-316.",
203,Diprophylline,479-18-5,0.42,4.8,NF,1.5,1.7,Zuidema J and Merkus FWHM (1981) Pharmacokinetics and pharmacodynamics of diprophylline.  Pharm. Weekbl. 3: 1320-221.,VDss was calculated using C vs t data obtained by digitization of the plot provided in the reference.
204,Disopyramide,3737-09-5,0.52,0.90,0.16,9.6,7.0,"Lima JJ, Haughey DB, and Leier CV (1984) Disopyramide pharmacokinetics and bioavailability following the simultaneous administration of disopyramide and 14C-disopyramide.  J. Pharmacokinet. Biopharm. 12: 289-313.",
205,Docetaxel,114977-28-5,2.1,14,0.04,2.5,11,"Rosing H, Lustig V, van Warmerdam LJC, Huizing MT, ten Bokkel Huinink WW, Schellens JHM, Rodenhuis S, Bult A, and Beijnen JH (2000) Pharmacokinetics and metabolism of docetaxel administered as a 1-h intravenous infusion.    Cancer Chemother. Pharmacol. 45: 213-218.  Minami H, Kawada K, Sasaki Y, Igarashi T, Saeki T, Tahara M, Itoh K, and Fujii H (2006) Pharmacokinetics and pharmacodynamics of protein-unbound docetaxel in cancer patients.  Cancer Sci.  97: 235-241.",
206,Dofetilide,115256-11-6,3.3,5.2,0.36,11,8.1,"Gemmill JD, Howie CA, Meredith PA, Kelman AW, Rasmussen HS, Hillis WS, and Elliott HL (1991) A dose ranging study of UK-68,798, a novel class III anti-arrhythmic agent, in normal volunteers.  Br. J. Clin. Phaemacol. 32: 429-432.  Smith DA, Rasmussen HS, Stopher DA, and Walker DK (1992) Pharmacokinetics and metabolism of dofetilide in mouse, rat, dog and man.  Xenobiotica 22: 709-719.",
207,Dolasetron,115956-12-2,2.0,180,NF,0.19,0.13,"Dimmit DC, Choo YS, Martin LA, Arumugham T, Hahne WF, and Weir SJ (1999) Intravenous pharmacokinetcs and absolute oral bioavailability of dolasetron in healthyl volunteers: part 1.  Biopharm. Drug Disp. 20, 29-39.",Pharmacokinetic parameters were calculated from C vs t data obtained by digitization of the plot provided in the reference.
208,Domperidone,57808-66-9,3.4,9.5,0.082,6.0,7.5,"Heykants J, Hendriks R, Meuldermans W, Michiels M, Scheygrond H, and Reyntjens H (1981) On the pharmacokinetics of domperidone in animals and man.  IV.  The pharmacokinetics of intravenous domperidone and its bioavailability in man following intramuscular, oral and rectal administration.  Eur. J. Drug Metab. Pharmacokinet.  6: 61-70. ","VD calculated from micro rate constants reported in the paper by Heykants, et al."
209,Doxacurium,133814-18-3,0.22,2.7,0.53,1.4,1.7,"Cook DR, Freeman JA, Lai AA, Robertson KA, Kang Y, Stiller RL, Aggarwal S, Abou-Donia MM, and Welch RM (1991) Pharmacokinetics and pharmacodynamics of doxacurium in normal patients and in those with hepatic or renal failure. Anesth. Analg. 72: 145-150.   Roy JJ and Varin F (2004) Physicochemical properties of neuromuscular blocking agents and their impact on the pharmacokinetic-pharmacodynamic relationship.  Br. J. Anaesth. 93: 241-248.",
210,Doxapram,309-29-5,1.2,5.3,NF,3.7,4.1,Robson RH and Prescott LF (1979) A pharmacokinetic study of doxapram in patients and volunteers.  Br. J. Clin. Pharmacol. 7: 81-87.  ,VDss calculated from digitized from plot reported
211,Doxazosin,74191-85-8,1.3,1.6,0.017,14,10,"Meredith PA, Elliott HL, Kelman AW, and Reid JL (1985) Application of pharmacokinetic-pharmacodynamic modelling for the comparison of quinazoline alpha-adrenoreceptor agonists in normotensive volunteers.  J. Cardiovasc. Pharmacol. 7: 532-537.  Vincent J, Meredith PA, Elliott HL, and Reid JL (1986) The pharmacokinetics of doxazosin in elderly normotensives.  Br. J. Clin. Pharmacol. 21: 521-524.  Kaye B, Cussans NJ Faulkner JK, Stopher DA, and Reid JL (1986) The metabolism and kinetics of doxazosin in man, mouse, rat and dog.    Br. J. Clin. Pharmacol. 21(Suppl. 1): 19S-25S.",
212,Doxepin,1668-19-5,12,14,0.20,15,15,"Yan JH, Hubbard JW, McKay G, Korchinski ED, Midha KK (2002) Absolute bioavailability and stereoselective pharmacokinetics of doxepin.    Xenobiotica 32: 615-623.  Virtanen R, Iisalo E, and Irjala K (1982) Protein binding of doxepin and desmethyldoxepin.  Acta Pharmacol. Toxicol.  51: 159-164.",Z- and E isomer data were averaged.
213,Doxifluridine,3094-09-5,0.28,11,0.61,0.46,0.35,"Schaaf LJ, Dobbs BR, Edwards IR, and Perrier DG (1988) The pharmacokinetics of doxifluridine and 5-fluorouracil after single intravenous infusions of doxifluridine to patients with colorectal cancer.  Eur. J. Clin. Pharmacol. 34: 439-443.  Meynial D, Lopez A, Malet-Martino MC, Hoffmann JS, and Martino R (1988) Application of fluorine-19 nuclear magnetic resonance to the determination of plasma-protien binding of 5'-deoxy-5-fluorouridine, a new antineoplastic fluoropyrimidine.  J. Pharm. Biomed. Anal. 6: 47-59.",Concentration dependent; fu data cited is for the lowest concentration.
214,Doxorubicin,23214-92-8,22,15,0.28,24,32,"Carmaggi CM, Comparsi R, Strocchi E, Testoni F, Angelli B, and Pannuti F (1988) Epirubicin and doxorubicin comparative metabolism and pharmacokinetics.  Canc. Chemother. Pharmacol. 21: 221-228.  Piscitelli SC, Rodvold KA, Rushing DA, and Tewksbury DA (1993) Pharmacokinetics and pharmacodynamics of doxorubicin in patients with small cell lung cancer.  Clin. Pharmacol. Ther. 53: 555-561.  Eksborg S, Ehrsson H, and Ekqvist B (1982) Protein binding of anthraquinone glycosides, with special reference to adriamycin.    Cancer Chemother. Pharmacol. 10: 7-10.",
215,Doxycycline,564-25-0,0.69,0.46,0.12,25,14,"Nguyen VX, Nix DE, Gillikin S, and Schentag JJ (1989)  Effect of oral antacid administration on the pharmacokinetics of intravenous doxycycline.  Antimic. Agents Chemother. 33: 434-436.  Houin G, Brunner F, Nebout T, Cherfaoui M, Lagrue G, and Tillement JP (1983) The effects of chronic renal insufficiency on the pharmacokinetics of doxycycline in man.  Br. J. Clin. Pharmacol. 16: 245-252.  Raghuram TC and Krishnaswamy K (1982) Pharmacokinetics and plasma steady-state levels of doxycycline in undernutrition.  Br. J. Clin. Pharmacol. 14: 785-789.",
216,DP-b 99,222315-88-0,1.1,14,NF,1.3,3.5,"Rosenberg G, Angel I, and Kozak A (2005) Clinical pharmacology of DP-b99 in healthy volunteers: First administration to humans.  Br. J. Clin. Pharmacol. 60: 7-16. ",
217,Drotaverine,14009-24-6,1.9,3.5,0.12,9.0,9.3,"Bojali OO, Onyeji CO, Ogundani AO, Olugbade TA, and Ogunbona FA (1996) Pharmacokinetics and bioavailability of drotaverine in humans.  Eur. J. Drug Metab. Pharmacokinet. 21: 217-221.  Vargay Z, Deutsch T, Szatmari I, Szuts T, Varkonyi P, Kerpel-Fronius S, and Eckhardt S (1984) The fate of drtoaverine-acephyllinate in rat and man II.  Human pharmacokinetics of drotaverine-14C-acephyllinate.  Eur. J. Drug Metab. Pharmacokinet. 9: 17-29.",VDss calculated from C vs t data obtained by digitization of the data provided in the reference.
218,Edrophonium,312-48-1,1.1,9.6,NF,1.9,1.8,"Morris RB, Cronnelly R, Miller RD, Stanski DR, and Fahey MR (1981) Pharmacokinetics of edrophonium and neostigmine when antagonizing d-tubocurarine neuromuscular blockade in man.  Anesthesiol. 54: 399-402.",
219,Eletriptan,143322-58-1,1.6,5.3,0.15,5.0,4.2,"Milton AK, Scott NR, Allen MJ, Abel S, Jenkins VC, James GC, Rance DJ, and Eve MD (2002) Pharmacokinetics, pharmacodynamics, and safety of the 5-HT1B/1D agonist eletriptan following intravenous and oral administration.  J. Clin. Pharmacol. 42: 528-539.  Relpax Product Label.",VDss was calculated from C vs t data obtained by digitization of the plot (0.102 mg/kg dose only) included in the reference.
220,Eltanolone,128-20-1,2.0,22,0.010,1.5,4.7,"Dale O, Hynne H, Parivar K, Johansson E, and Widman M (1999) Pharmacokinetics of etanolone in male and female patients following intravenous bolus injection.  Acta Anaesthesiol. Scand.  43: 415-420.",
221,Enalaprilat,76420-72-9,0.38,1.6,0.62,4.0,39,"Hockings N, Ajayi AA, and Reid JL (1986) Age and the pharmacokinetics of angiotensin converting enzyme inhibitors enalapril and enalaprilat.  Br. J. Clin. Pharmacol. 21: 341-348.  Mujais  SK, Quintanilla A, Zahid M, Koch K, Shaw W, and Gibson T (1992) Renal handling of enalaprilat.    Am. J. Kidney Dis. 19: 121-125.",
222,Encainide,66778-36-7,2.2,13,0.26,2.8,2.6,"Wensing G, Monig H, Ohnhaus EE, and Hoensch HP (1991) Pharmacokinetics of encainide in patients with cirrhosis.  Cardiovasc. Drugs Ther. 5: 733-740.   C Funck-Brentano, J Turgeon, RL Woosley, and DM Roden (1989) Effect of low dose quinidine on encainide pharmacokinetics and pharmacodynamics.  Influence of genetic polymorphism.    Journal of Pharmacology and Experimental Therapeutics  249:  134-42.  Jaillon P (1990) Pharmacokinetics and metabolism of encainide.  Cardiovasc. Drugs Ther.  4(Suppl 3): 561-565.","EM data only from Funck-Bretano, et al. and Wensing et al. reports."
223,Endralazine,39715-02-1,2.2,13,NF,2.7,5.6,"Reece PA, Cozamanis I, and Zacest R (1983) Endralazine - a new hydralazine-like antihypertensive with high systemic bioavailability.  Eur. J. Clin. Pharmacol. 25: 553-556.",
224,Eniporide,176644-21-6,1.1,8.2,NF,2.3,2.2,"Kovar A, Peters T, Beier N, and Derendorf H (2001) Pharmacokinetic/pharmacodynamic evaluation of the NHE inhibitor Eniporide.  J. Clin. Pharmacol. 41: 139-148.",
225,Enoxacin,74011-58-8,2.0,5.4,0.80,6.2,5.1,"Nix DE, Lebsack ME, Chapelsky M, Sedman AJ, Busch J, and Norman A (1993)  Effect of oral antacids on disposition of intravenous enoxacin.    Antimic. Agents Chemother. 37: 775-777.   Wise R, Lister D, McNulty CAM, Griggs D, and Andrews JM (1986) The comparative pharmacokinetics and tissue penetration of four quinolones including intravenously administered enoxacin.  Infection  14: S196-S202.  Bergogne-Berezin E (2002)  Clinical role of protein binding of quinolones.  Clin. Pharmacokinet. 41: 741-750.",
226,Enprofylline,41078-02-8,0.63,4.0,0.55,2.6,1.8,"Lunell E, Borga O, and Alarsson R (1984) Pharmacokinetics of enprofylline in patients with impaired renal function after a single intravenous dose.  Eur. J. Clin. Pharmacol. 26: 87-93.  Kraan J, Borgstrom L, Koeter GH, Laseur M, Jonkman JHG, and deNoord OE (1988) Creation of four consecutive intantaneous steady-state plasma concentration plateaus of theophylline and enprofylline by repeated infusions with expoonentially decreasing delivery rates. Eur. J. Clin. Pharmacol. 35: 657-661.  Borga O, Larsson R, and Lunell E (1986) Effects of probenecid on enprofylline kinetics in man.  Eur. J. Clin. Pharmacol. 30: 221-223.  Tegner K, Borga O, and Svensson I (1983) Protein binding of enprofylline.  Eur. J. Clin. Pharmacol. 25: 703-708.",
227,Entacapone,130929-57-6,0.27,12,0.02,0.38,2.4,"Heikkinen H, Saraheimo M, Antila S, Ottoila P, and Pentikainen PJ (2001) Pharmacokinetics of entacapone, a peripherally acting catechol-O-methyltransferase inhibitor, in man. A study using a stable isotope technique.   Eur. J. Clin. Pharmacol. 56: 821-826.   Najib J (2001)  Entacapone: a catechol-O-methyltransferase inhibitor for the adjunctive treatment of parkinson's disease. Clin. Ther. 23: 802-832.",
228,Epirubicin,56420-45-2,45,20,0.25,38,36,"Carmaggi CM, Comparsi R, Strocchi E, Testoni F, Angelli B, and Pannuti F (1988) Epirubicin and doxorubicin comparative metabolism and pharmacokinetics.  Canc. Chemother. Pharmacol. 21: 221-228.  Carmaggi CM, Strocchi E, Martoni A, Angelelli B, Comparsi R, anmd Pannuti F (1985) Epirubicin plasma and blood pharmacokinetics after single i.v. bolus in advanced cancer patients.  Drugs Exptl. Clin. Res. 11: 285-294.  Eksborg S, Ehrsson H, and Ekqvist B (1982) Protein binding of anthraquinone glycosides, with special reference to adriamycin.  Canc. Chemother. Pharmacol. 10: 7-10.",
229,Epristeride,119169-78-7,0.54,0.33,0.03,27,27,"Benincosa LJ, Audet PR, Lundberg D, Zariffa N, and Jorkasky DK (1996) Pharmacokinetics and absolute bioavailability of epristeride in healthy male subjects.  Biopharm, Drug Dispos. 17: 249-258.  Li JT, Zheng Z, and Jin J (2000) Pharmacokinetics of epristeride in healthy male volunteers.  Zhongguo Linchuang Yaolixue Zazhi 16: 424-428.",
230,Eprosartan,133040-01-4,0.17,1.9,0.017,1.5,2.1,"Tenero D, Martin D, Ilson B, Jushchyshyn J, Boike S, Lundberg D, Zariffa N, Boyle D, Jorkasky D (1998)  Pharmacokinetics of intravenously and orally administered eprosartan in healthy males: absolute bioavailability and effect of food.  Biopharm. Drug Dispos. 19: 351-356.  Kovacs SJ, Tenero DM, Martin DE, Ilson BE, and Jorkasky DK (1999) Pharmacokinetics and protein binding of eprosartan in hemodialysis-dependent patients with end-stage renal disease.  Pharmacotherapy 19: 612-619. ",
231,Eptifibatide,188627-80-7,0.17,1.2,0.75,2.4,4.2,"Gretler D, Guerciolini R, and Williams PJ (2004) Pharmacokinetic and pharmacodynamic properties of eptifibatide in subjects with normal or impaired renal function. Clin. Ther. 26: 390-398.  Integrilin Product Label.",
232,Ergotamine,113-15-5,3.6,15,0.02,4.0,2.1,"Ibraheem JJ, Paalzow L, and Tfelt-Hansen P (1985) Linear pharmacokinetics of intravenous ergotamine tartrate.  Eur. J. Clin. Pharmacol. 29: 61-66.",VDss calculated from compartmental parameters provided in the reference.
233,Eritoran,185955-34-4,0.048,0.013,NF,62,51,"Wong YN, Rossignol D, Rose JR, Kao R, Carter A, and Lynn M (2003) Safety, pharmacokinetics, and pharmacodynamics of E5564, a lipid A antagonist, during an ascending single-dose clinical study.  J. Clin. Pharmacol. 43: 735-742.  Rossignol DP, Wasan KM, Choo E Yau E, Wong N, Rose J, Moran J, and Lynn M (2003) Safety, pharmacokinetics, pharmacodynamics, and plasma lipoprotein distribution of eritoran (E5564) during continuous intravenous infusion into healthy volunteers.    Antimic. Agents Chemother. 48: 3233-3240.",Protein binding driven by lipoproteins--not reported directly
234,Ertapenem,153832-46-3,0.12,0.45,0.10,4.4,3.8,"Majumdar AK, Musson DG, Birk KL, Kitchen CJ, Holland S, McCrea J, Mistry G, Hesney M, Xi L, Li SX, Haesen R, Blum RA, Lins RL, Greenberg H, Waldman S, Deutsch P, and Rogers JD (2002) Pharmacokinetics of ertapenem in healthy young volunteers.  Antimic. Agents Chemother. 46: 3506-3511.",Protein binding non-linear over the concentration range studied in vivo; median value used.
235,Erythromycin,114-07-8,0.95,5.6,0.10,2.8,2.0,Welling PG and Craig WA (1978) Pharmacokinetics of intravenous erythromycin.  J. Pharm. Sci. 67: 1057-1059.,Plasma concentrations determined using a bioassay.
236,Esmolol,81147-92-4,1.2,290,0.59,0.070,0.15,"Sum CY, Yacobi A, Kartzinel R, Stampfli H, Davis CS, and Lai CM (1983) Kinetics of esmolol, an ultra-short-acting beta blocker, and of its major metabolite. Clin. Pharmacol. Ther. 34: 427-434.  Okamura M, Kumagai M, Murasaki Y, Ohkura T, Miyamoto Y, Kawai Y, Tamura T, Takariki Y, and Tomisawa H (2001) Stereoselective pharmacokinetics of esmolol enantiomers.  Yakubutsu Dotai 16: 427-435.",
237,Estradiol,50-28-2,1.2,30,0.016,0.7,1.7,"Kuhnz W, Gansau C, and Mahler M (1993) Pharmacokinetics of estradiol, free and total estrone, in young women following single intravenous and oral administration of 17beta estradiol.  Arz. Forsch. 43: 966-973.  Bruning PF and Bonfrer JMG (1986) Free fatty acid concentrations correlated with the available fraction of estradiol in human plasma.  Cancer Res. 46: 2606-2609.",
238,Estramustine phosphate,4891-15-0,0.12,0.94,NF,2.1,2.4,"Hudes G, Haas N, Yeslow G, Gillon T, Gunnarsson PO, Ellman M, Nordle O, Eriksson B, Miller L, Cisar L, Kopreski M, Viaro D, and Hartley-Asp B (2002) Phase I clinical and pharmacologic trial of intravenous estramustine phosphate.  J. Clin. Oncol.  20: 1115-1127.  Gunnarsson PO, Andersson SB, Johansson SA, Nilsson T, and Plym-Forshell G (1984) Pharmacokinetics of estramustine phosphate (Estracyt) in prostatic cancer patients.  Eur. J. Clin. Pharmacol. 26: 113-119.","Compartmental model parameters from Gunnarsson, et al. were used in the calculation of VDss."
239,Ethacrynic Acid,58-54-8,0.26,8.7,NF,0.50,0.50,"Lacreta FP, Brennan JM, Nash SL, Comis RL, Tew KD, and O'Dwyer P (1994) Pharmacokinetics and bioavailability study of ethacrynic acid as a modulator of drug resistance in patients with cancer.  J. Pharmacol. Exp. Ther. 270:  1186-1191.",
240,Ethambutol,74-55-5,1.7,10,0.18,2.7,3.1,"Lee CS Brater DC, Gambertoglio JG, and Benet LZ (1980) Disposition kinetics of ethambutol in man.  J. Pharmacokinet. Biopharm. 8: 335-346.   Holdiness MR (1984) Clinical pharmacokinetics of the antituberculosis drugs.  Clin. Pharmacokinet. 9: 511-544.",
241,Ethinylestradiol,57-63-6,4.3,7.0,0.014,11,9.7,"Kuhnz W, Humpel M, Biere H, and Gross D (1996) Influence of repeated oral doses of ethinyloestradiol on the metabolic disposition of [13C2]-ethinyloestradiol in young women.  Eur. J. Clin. Pharmacol. 50: 231-235.  Kuhnz W, Pfeffer M, and Al-Yacoub G (1990) Protein binding of the contraceptive steroids gestodene, 3-keto-desogestrel and ethinylestradiol in human serum.  J. Ster. Biochem.  35: 313-318.  Pacifici GM, Viani A, Rizzo G, and Carrai M (1989) Plasma protein binding of ethinylestradiol:  effect of disease and interaction with drugs.    Int. J. Clin. Pharmacol. Ther. Toxicol.  27: 362-365.",
242,Ethinylestradiol-17-Sulfate,75803-36-0,0.61,1.3,NF,7.8,9.3,"Goldzieber JW, Mileikowsky G, Newburger J, Dorantes A, and Stavchansky SA (1988) Human pharmacokinetics of ethinyl estradiol 3-sulfate and 17-sulfate.  Steroids 51: 63-79.",VDss calculated from reported micro-constants.
243,Ethinylestradiol-3-Sulfate,24560-70-1,2.3,4.7,0.011,8.2,8.4,"Goldzieber JW, Mileikowsky G, Newburger J, Dorantes A, and Stavchansky SA (1988) Human pharmacokinetics of ethinyl estradiol 3-sulfate and 17-sulfate.  Steroids 51: 63-79.  Reed MJ and Fotherby K (1980) Interaction of ethinyloestradiol sulphate with plasma proteins.  J. Steroid Biochem. 13: 495-497.",VDss calculated from reported micro-constants.
244,Etilefrine,709-55-7,2.1,14,0.77,2.5,2.2,"Hengstmann JH, Weyand U, and Dengler HJ (1975) The physiological disposition of etilefrine in man.  Eur. J. Clin. Pharmacol.  9: 179-187.",VDss calculated from reported micro-constants.
245,Etomidate,33125-97-2,2.7,13,0.23,2.9,3.5,"Van hamme MJ, Ghoneim MM, and Ambre JJ (1978) Pharmacokinetics of etomidate, a new intravenous anesthetic.  Anesthesiology 49: 274-277.   de Ruiter G, Popescu DT, deBoer AG, Smeekens JB, Breimer DD (1981) Pharmacokinetics of etomidate in surgical patients. Arch. Int. Pharmacodynam. Ther. 249: 180-188.  Meuldermans WEG and Heykants JJP (1976) The plasma protein binding and distribution of etomidate in dog, rat and human blood.  Arch. Int. Pharmacodynam. Ther. 221: 150-162.","Microconstant values from Van Hamme, et al., were used to estimate VDss.  Data were combined with deRuyter et al. "
246,Etoposide,33419-42-0,0.18,0.50,0.12,6.0,5.7,"Pfluger KH, Schmidt L, Merkel M, Jungelas H, and Havemann K (1987) Drug monitoring of etoposide (VP16-213).  Canc. Chemother. Pharmacol. 20: 59-66.  Kaul S, Igwemezie LN, Stewart DJ, Fields SZ, Kosty M, Levithan N, Bukowski R, Gandara D, Goss G, et al. (1995) Pharmacokinetics and bioequivalence of etoposide following intravenous administration of etoposide phosphate and etoposide in patients with solid tumors.  J. Clin. Oncol. 13: 2835-2841.  Lee, KJ, Mower R, Hollenbeck T, Castelo J, Johnson N, Gordon P, Sinko PJ, Holme K, and Lee YH (2003) Modulation of nonspecific binding in ultrafiltration protein binding studies.   Pharm. Res. 20: 1015-1021.",
247,Etoricoxib,202409-33-4,1.5,0.79,0.081,32,26,"Rodrigues AD, Halpin RA, Geer LA, Cui D, Woolf EJ, Matthews CZ, Gottesdiener KM, Larson PJ, Lasseter KC, and Agrawal NGB (2003) Absorption, metabolism, and excretion of etoricoxib, a potent and selective cyclooxygenase-2 inhibitor, in healthy male volunteers.    Drug Metab. Dispos. 31: 224-232.  Agrawal NGB, Rose MJ, Matthews CZ, Woolf EJ, Porras AG, Geer LA, Larson PJ, Cote J, Dilzer SC,  Lasseter KC, Alam I, Petty KJ, and Gottesdiener KM (2003) Pharmacokinetics of etoricoxib in patients with hepatic impairment.  J. Clin. Pharmacol. 43: 1136-1148.",
