Name,Structure,Class
halometasone,C[C@@]4([H])C[C@@]3([H])[C@@]2([H])C[C@@]([F])([H])C1=CC(=O)C([Cl])=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(O)C(=O)CO,1
haloperidol,O[C@@]2(CCN(CCCC(=O)C1=C/C=C(/[F])C=C1)CC2)C3=C/C=C(/[Cl])C=C3,1
heptabarb,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,1
hepzidine,CN1CC[C@@]([H])(CC1)O[C@@]3([H])C2=CC=CC=C2CCC4=CC=CC=C34,1
hexobarbital,CN2C(=O)NC(=O)[C@@](C)(C1=CCCCC1)C2=O,1
homochlorcyclizine,CN1CCCN(CC1)[C@@]([H])(C2=CC=CC=C2)C3=C/C=C(/[Cl])C=C3,1
homofenazine (homophenazine),OCCN4CCCN(CCCN2C1=CC=CC=C1[S]C3=CC=C(C=C23)C([F])([F])[F])CC4,1
hydrocodone,CO/C2=C/C=C1C[C@@]4([H])N(C)CC[C@@]35C1=C2O[C@@]3([H])C(=O)CC[C@@]45[H],1
hydrocortisone-acetate,CC(=O)OCC(=O)[C@@]3(O)CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)CC[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C,1
hydrocortisone-buteprate,CCCC(=O)O[C@@]3(CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)CC[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C)C(=O)COC(=O)CC,1
hydrocortisone-butyrate,CCCC(=O)O[C@@]3(CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)CC[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C)C(=O)CO,1
hydromorphone,CN3CC[C@@]12C=4C=5O[C@@]1([H])C(=O)CC[C@@]2([H])[C@@]3([H])CC=4C=CC=5O,1
hydroxypethidine,CCOC(=O)C1(CCN(C)CC1)C2=CC=CC(O)=C2,1
hydroxyphenamate (oxyfenamate),CC[C@@](O)(COC(N)=O)C1=CC=CC=C1,1
hydroxyzine (hydroxizine),OCCOCCN1CCN(CC1)[C@@]([H])(C2=CC=CC=C2)C3=C/C=C(/[Cl])C=C3,1
icometasone-enbutate,CCCC(=O)O[C@@]3(C(=O)COC(C)=O)[C@@](C)([H])C[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([Cl])[C@@](O)([H])C[C@@]34C,1
iminophenimide,CC[C@@]1(NCC(=O)NC1=O)C2=CC=CC=C2,1
imipramine,CN(C)CCCN2C1=CC=CC=C1CCC3=CC=CC=C23,1
indalpine,[H]C1(CCNCC1)CC/C2=C/NC3=CC=CC=C23,1
intriptyline,CN(C)CC#C/C=C2/C1=CC=CC=C1C=CC3=CC=CC=C23,1
iprindole,CN(C)CCCN2C=1CCCCCCC=1C3=CC=CC=C23,1
iproniazid,CC(C)([H])NNC(=O)C1=CC=NC=C1,1
isoflurane,[F]C([F])([H])O[C@@]([Cl])([H])C([F])([F])[F],1
isomethadone,CCC(=O)C(/C1=C/C=CC=C1)(C2=CC=CC=C2)[C@@](C)([H])CN(C)C,1
isoprednidene,C[C@@]13CCC(=O)C=C1C=C[C@@]4([H])[C@@]2([H])CC(=C)[C@@](O)(C(=O)CO)[C@@]2(C)C[C@@](O)([H])[C@@]34[H],1
isothamine (profenamine),CCN(CC)[C@@](C)([H])CN2C1=CC=CC=C1[S]C3=CC=CC=C23,1
ketipramine (ketimipramine),CN(C)CCCN2C1=CC=CC=C1CC(=O)C3=CC=CC=C23,1
ketorfanol,O/C3=C/C=CC=4C[C@@]1([H])N(CC[C@@]2(CC(=O)CC[C@@]12[H])C3=4)C[C@@]5([H])CC5,1
levodopa,N[C@@]([H])(C/C1=C/C=C(/O)C(O)=C1)C(O)=O,1
levomepromazine,CO/C3=C/C=C2[S]C1=CC=CC=C1N(C[C@@](C)([H])CN(C)C)C2=C3,1
levoprotiline (oxaprotiline),CNC[C@@](O)([H])C[C@@]13CC[C@@]([H])(C2=CC=CC=C12)C4=CC=CC=C34,1
levorphanol (racemorphan),CN2CC[C@@]13CCCC[C@@]1([H])[C@@]2([H])CC4=C/C=C(/O)C=C34,1
lirequinil,CCO[C@@]1([H])CCN(C1)C(=O)C=4/C=C(/C2=C/C=CC=C2)C(=O)N5CCC3=C/C=C(/[Cl])C=C3C=45,1
litoxetine,[H]C1(CCNCC1)OC/C3=C/C=C2C=CC=CC2=C3,1
lobeline,CN1[C@@]([H])(CCC[C@@]1([H])CC(=O)C2=CC=CC=C2)C[C@@](O)([H])C3=CC=CC=C3,1
lodaxaprine,O[C@@]1([H])CCN(CC1)C2=CC=C(N=N2)C3=CC=C/C=C3/[Cl],1
lorazepam,O[C@@]3([H])N=C(/C1=C/C=C/C=C1/[Cl])C2=CC([Cl])=CC=C2NC3=O,1
lorcinadol,[Cl]/C1=C/C=C(N=N1)N2CCN(CC2)C/C=C/C3=C/C=CC=C3,1
loreclezole,[Cl]/C(=C/N1C=NC=N1)C2=C/C=C(/[Cl])C=C2[Cl],1
losindole,CN4C[C@@]3([H])CC1=C/C=C(/[Cl])C=C1[C@@]([H])(C2=CC=CC=C2)[C@@]3([H])C4,1
maprotiline,CNCCC[C@@]13CC[C@@]([H])(C2=CC=CC=C12)C4=CC=CC=C34,1
maroxepin,CN1CCC3=C(CC1)C2=CC=CC=C2OC4=CC=CC=C34,1
mazapertine,CC(C)([H])O/C1=C/C=C/C=C1/N2CCN(CC2)C/C3=C/C=CC(=C3)C(=O)N4CCCCC4,1
medifoxamine,CN(C)CC([H])(O/C1=C/C=CC=C1)O/C2=C/C=CC=C2,1
mefeclorazine,CO/C3=C/C=C(/CCN1CCN(CC1)C2=CC=C/C=C2/[Cl])C=C3OC,1
menitrazepam,CN2C(=O)C/N=C(/C1=C/CCCC1)C3=CC(=CC=C23)N(=O)=O,1
mephenytoin,CC[C@@]1(NC(=O)N(C)C1=O)C2=CC=CC=C2,1
mephobarbital (methylphenobarbital),CC[C@@]1(C(=O)NC(=O)N(C)C1=O)C2=CC=CC=C2,1
mepiprazole,C/C3=C/C(CCN1CCN(CC1)C2=CC=CC([Cl])=C2)=NN3,1
meprednisone,C[C@@]4([H])C[C@@]3([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])C(=O)C[C@@]3(C)[C@@]4(O)C(=O)CO,1
meprobamate,CCCC(C)(COC(N)=O)COC(N)=O,1
metaclazepam,COC[C@@]3([H])C/N=C(/C1=C/C=C/C=C1/[Cl])C2=CC([Br])=CC=C2N3C,1
metamfepramone,C[C@@]([H])(N(C)C)C(=O)C1=CC=CC=C1,1
metapramine,CN[C@@]2([H])CC1=CC=CC=C1N(C)C3=CC=CC=C23,1
metaxalone,C/C2=C/C(C)=CC(OC[C@@]1([H])CNC(=O)O1)=C2,1
metazocine,C[C@@]2([H])[C@@]3([H])CC1=C/C=C(/O)C=C1[C@@]2(C)CCN3C,1
metetoin,CC[C@@]1(N(C)C(=O)NC1=O)C2=CC=CC=C2,1
methadone  (levomethadone),CCC(=O)C(C[C@@](C)([H])N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,1
methaqualone,C/C1=C/C=C/C=C1/N3C(C)=NC2=CC=CC=C2C3=O,1
methastyridone,CC1(C)NC(=O)[C@@]([H])(O1)C=C/C2=C/C=CC=C2,1
methiomeprazine (levometiomeprazine),C[S]/C3=C/C=C2[S]C1=CC=CC=C1N(C[C@@](C)([H])CN(C)C)C2=C3,1
methopromazine,CO/C3=C/C=C2[S]C1=CC=CC=C1N(CCCN(C)C)C2=C3,1
methsuximide (mesuximide),CN1C(=O)C[C@@](C)(C1=O)C2=CC=CC=C2,1
methylphenidate,COC(=O)[C@@]([H])(C1=CC=CC=C1)[C@@]2([H])CCCCN2,1
methylprednisolone,C[C@@]3([H])C[C@@]2([H])[C@@]1([H])CC[C@@](O)(C(=O)CO)[C@@]1(C)C[C@@](O)([H])[C@@]2([H])[C@@]4(C)C=CC(=O)C=C34,1
methylprednisolone-aceponate,CCC(=O)O[C@@]3(CC[C@@]4([H])[C@@]2([H])C[C@@](C)([H])C1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C)C(=O)COC(C)=O,1
methylprednisolone-acetate,C[C@@]3([H])C[C@@]2([H])[C@@]1([H])CC[C@@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@@](O)([H])[C@@]2([H])[C@@]4(C)C=CC(=O)C=C34,1
methyprylon,CCC1(CC)C(=O)NC[C@@](C)([H])C1=O,1
metitepine (methiothepin),C[S]/C3=C/C=C2[S]C1=CC=CC=C1C[C@@]([H])(C2=C3)N4CCN(C)CC4,1
metomidate,COC(=O)C1=CN=CN1[C@@](C)([H])C2=CC=CC=C2,1
mexiletine,C[C@@](N)([H])CO/C1=C(/C)C=C/C=C1/C,1
mezepine,CNCCCN2CC1=CC=CC=C1CC3=CC=CC=C23,1
midazolam (midazolammaleate),C/C3=N/C=C4C/N=C(/C1=C/C=C/C=C1/[F])C2=CC([Cl])=CC=C2N34,1
milenperone,[F]/C1=C/C=C(C=C1)C(=O)[C@@]4([H])CCN(CCCN2C(=O)NC3=CC([Cl])=CC=C23)CC4,1
milipertine,CO/C4=C/C=3NC(C)=C(CCN1CCN(CC1)C2=CC=C/C=C2/OC)C=3/C=C4/OC,1
milnacipran,CCN(CC)C(=O)[C@@]1(C[C@@]1([H])CN)C2=CC=CC=C2,1
mindoperone,CO/C2=C/C=C1/C(=C(/C)NC1=C2)[C@@]4([H])CCN(CCCC(=O)C3=C/C=C(/[F])C=C3)CC4,1
mirfentanil,O=C(N(/C1=C/N=CC=N1)C2([H])CCN(CC2)CC/C3=C/C=CC=C3)C4=CC=CO4,1
modaline,C/C1=N/C=C/N=C1/N2CCCCC2,1
mofegiline,NCC(CC/C1=C/C=C(/[F])C=C1)=C[F],1
molindone,CC/C2=C(/C)NC=3CC[C@@]([H])(CN1CCOCC1)C(=O)C2=3,1
nafenodone (dexnafenodone),CN(C)CC[C@@]2(CCC1=CC=CC=C1C2=O)C3=CC=CC=C3,1
naloxone,O/C2=C/C=C1C[C@@]4([H])N(CC[C@@]35C1=C2O[C@@]3([H])C(=O)CC[C@@]45O)CC=C,1
napitane,[H][C@@]1(CCCC=3C1=CC=C2OCOC2=3)CN4CC[C@@]([H])(C4)C5=CC=CC=C5,1
naranol,C[C@@]1([H])CN(C)C[C@@]2([H])CC3=C(O[C@@]12O)C=CC4=CC=CC=C34,1
nealbarbital,CC(C)(C)CC1(CC=C)C(=O)NC(=O)NC1=O,1
nebracetam,NC[C@@]2([H])CN(C/C1=C/C=CC=C1)C(=O)C2,1
nefopam,CN3CCO[C@@]([H])(C1=CC=CC=C1)C2=CC=CC=C2C3,1
nemonapride,CN/C1=C/C(OC)=C(/C=C1/[Cl])C(=O)N[C@@]3([H])CCN(C/C2=C/C=CC=C2)[C@@]3(C)[H],1
nerisopam,CO/C3=C/C=2CC(C)=N/N=C(/C1=C/C=C(/N)C=C1)C=2/C=C3/OC,1
nicodicodine,CO/C2=C/C=C1C[C@@]4([H])N(C)CC[C@@]35C1=C2O[C@@]3([H])[C@@]([H])(CC[C@@]45[H])OC(=O)C6=CC=CN=C6,1
nitrazepam,O=C3C/N=C(/C1=C/C=CC=C1)C2=CC(=CC=C2N3)N(=O)=O,1
nonaperone,[F]/C1=C/C=C(C=C1)C(=O)CCCN3CC2([H])CCC([H])(CC2)C3,1
norcodeine,CO/C2=C/C=C1C[C@@]4([H])NCC[C@@]35C1=C2O[C@@]3([H])[C@@](O)([H])C=C[C@@]45[H],1
normethadone,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,1
ocfentanil,COCC(=O)N(/C1=C/C=C/C=C1/[F])C2([H])CCN(CC2)CC/C3=C/C=CC=C3,1
odapipam,CN2CCC1=CC([Cl])=C(O)C=C1[C@@]([H])(C2)C3=CC=CC=4CCOC3=4,1
olanzapine,CN1CCN(CC1)C3=NC2=CC=CC=C2NC=4[S]C(C)=CC3=4,1
opipramol,OCCN4CCN(CCCN2C1=CC=CC=C1C=CC3=CC=CC=C23)CC4,1
oxaflumazine,[F]C([F])([F])C5=CC=C4[S]C1=CC=CC=C1N(CCCN3CCN(CCC2([H])OCCCO2)CC3)C4=C5,1
oxanamide,CCC[C@@]1([H])O[C@@]1(CC)C(N)=O,1
oxazolam,C[C@@]3([H])CN2CC(=O)NC1=C/C=C(/[Cl])C=C1[C@@]2(O3)C4=CC=CC=C4,1
oxilorphan,O/C4=C/C=C3C[C@@]1([H])N(CC[C@@]2(CCCC[C@@]12O)C3=C4)C[C@@]5([H])CC5,1
oxomemazine,C[C@@]([H])(CN(C)C)CN2C1=CC=CC=C1[S@@](=O)(=O)C3=CC=CC=C23,1
oxypertine,CO/C4=C/C=3NC(C)=C(CCN1CCN(CC1)C2=CC=CC=C2)C=3/C=C4/OC,1
oxyridazine,CO/C4=C/C=C3[S]C1=CC=CC=C1N(CC[C@@]2([H])CCCCN2C)C3=C4,1
paracetamol (acetaminophen),CC(=O)N/C1=C/C=C(/O)C=C1,1
paramethadione,CC[C@@]1(C)OC(=O)N(C)C1=O,1
paramethasone,C[C@@]4([H])C[C@@]3([H])[C@@]2([H])C[C@@]([F])([H])C1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]3(C)[C@@]4(O)C(=O)CO,1
parapropamol,CCC(=O)N/C1=C/C=C(/O)C=C1,1
paraxazone,NC(=O)CN1C(=O)COC2=CC=CC=C12,1
pecazine,CN1CCC[C@@]([H])(C1)CN3C2=CC=CC=C2[S]C4=CC=CC=C34,1
penciclovir,N/C2=N/C=1N(CCC([H])(CO)CO)C=NC=1C(=O)N2,1
pentamoxane,CC(C)([H])CCNC[C@@]2([H])COC1=CC=CC=C1O2,1
pentobarbital,CCC[C@@](C)([H])[C@@]1(CC)C(=O)NC(=O)NC1=O,1
pentylenetetrazole (pentetrazol),C2CCN1N=NN=C1CC2,1
periciazine,O[C@@]4([H])CCN(CCCN2C1=CC=CC=C1[S]C3=C/C=C(/C#N)C=C23)CC4,1
perimetazine,CO/C4=C/C=C3[S]C1=CC=CC=C1N(C[C@@](C)([H])CN2CC[C@@](O)([H])CC2)C3=C4,1
perisoxal,O[C@@]([H])(CN1CCCCC1)C=2C=C(ON=2)C3=CC=CC=C3,1
perlapine,CN1CCN(CC1)C3=NC2=CC=CC=C2CC4=CC=CC=C34,1
phacetoperane,CC(=O)O[C@@]([H])(C1=CC=CC=C1)[C@@]2([H])CCCCN2,1
phenaglycodol,CC(C)(O)[C@@](C)(O)C1=C/C=C(/[Cl])C=C1,1
phencyclidine,C1CCN(CC1)C2(CCCCC2)C3=CC=CC=C3,1
phendimetrazine,C[C@@]1([H])N(C)CCO[C@@]1([H])C2=CC=CC=C2,1
phenelzine,NNCC/C1=C/C=CC=C1,1
pheniprazine,C[C@@]([H])(C/C1=C/C=CC=C1)NN,1
phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,1
phenomorphan,O/C4=C/C=C3C[C@@]1([H])N(CC[C@@]2(CCCC[C@@]12[H])C3=C4)CC/C5=C/C=CC=C5,1
phenprobamate,NC(=O)OCCC/C1=C/C=CC=C1,1
pimethixene,CN1CCC(CC1)=C3C2=CC=CC=C2[S]C4=CC=CC=C34,1
piminodine,CCOC(=O)[C@@]2(CCN(CCCN/C1=C/C=CC=C1)CC2)C3=CC=CC=C3,1
pinazepam,[Cl]/C3=C/C=C2N(CC#C)C(=O)C/N=C(/C1=C/C=CC=C1)C2=C3,1
pinoxepin,OCCN4CCN(CC/C=C2/C1=CC=CC=C1COC3=C/C=C(/[Cl])C=C23)CC4,1
pipotiazine,CN(C)[S](=O)(=O)C4=CC=C3[S]C1=CC=CC=C1N(CCCN2CC[C@@]([H])(CCO)CC2)C3=C4,1
pipradrol,OC(/C1=C/C=CC=C1)(C2=CC=CC=C2)[C@@]3([H])CCCCN3,1
piribedil,C4OC3=C/C=C(/CN1CCN(CC1)C2=NC=CC=N2)C=C3O4,1
pizotifen,CN1CCC(CC1)=C3C2=CC=CC=C2CCC=4[S]C=CC3=4,1
prazepam,[Cl]/C4=C/C=C3N(CC1([H])CC1)C(=O)C/N=C(/C2=C/C=CC=C2)C3=C4,1
prazepine,CN(C)CCCN2CC1=CC=CC=C1CC3=CC=CC=C23,1
prednisolone,C[C@@]13C=CC(=O)C=C1CC[C@@]4([H])[C@@]2([H])CC[C@@](O)(C(=O)CO)[C@@]2(C)C[C@@](O)([H])[C@@]34[H],1
prednisolone-acetate,CC(=O)OCC(=O)[C@@]3(O)CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C,1
prednisolone-hemisuccinate,C[C@@]34C[C@@](O)([H])[C@@]1([H])[C@@]([H])(CCC2=CC(=O)C=C[C@@]12C)[C@@]3([H])CC[C@@]4(O)C(=O)COC(=O)CCC(O)=O,1
prednival,CCCCC(=O)O[C@@]3(CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C)C(=O)CO,1
pregnanolone (Eltanolone),CC(=O)[C@@]3([H])CC[C@@]4([H])[C@@]2([H])CC[C@@]1([H])C[C@@](O)([H])CC[C@@]1(C)[C@@]2([H])CC[C@@]34C,1
premazepam,C/C2=C1/C(=NCC(=O)NC1=CN2C)C3=CC=CC=C3,1
prideperone,CO/C1=C/C=C(/C#N)C=C1C(=O)NCCN2CCC([H])(CC2)C(=O)C3=C/C=C(/[F])C=C3,1
primidone,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,1
procinonide,CCC(=O)OCC(=O)[C@@]14OC(C)(C)O[C@@]1([H])C[C@@]5([H])[C@@]3([H])C[C@@]([F])([H])C2=CC(=O)C=C[C@@]2(C)[C@@]3([F])[C@@](O)([H])C[C@@]45C,1
profexalone,CCCNC(=O)N1C[C@@]([H])(OC1=O)C2=CC=CC=C2,1
promazine,CN(C)CCCN2C1=CC=CC=C1[S]C3=CC=CC=C23,1
promethazine,C[C@@]([H])(CN2C1=CC=CC=C1[S]C3=CC=CC=C23)N(C)C,1
propiomazine,CCC(=O)C3=CC=C2[S]C1=CC=CC=C1N(C[C@@](C)([H])N(C)C)C2=C3,1
propoxate,CCCOC(=O)C1=CN=CN1[C@@](C)([H])C2=CC=CC=C2,1
prosulpride,CCCN1CCC[C@@]1([H])CNC(=O)C2=CC(=C/C=C2/OC)[S](N)(=O)=O,1
prothipendyl,CN(C)CCCN2C1=CC=CC=C1[S]C3=CC=CN=C23,1
protriptyline (protriptylene),CNCCC[C@@]2([H])C1=CC=CC=C1C=CC3=CC=CC=C23,1
pyrithyldione,CCC1(CC)C(=O)NC=CC1=O,1
pyrovalerone,CCC[C@@]([H])(N1CCCC1)C(=O)C2=C/C=C(/C)C=C2,1
quazepam,[F]/C1=C/C=C/C=C1/C2=N/CC(=[S])N(CC([F])([F])[F])C3=C/C=C(/[Cl])C=C23,1
quinupramine,[H][C@@]12CCN(CC1)C[C@@]2([H])N4C3=CC=CC=C3CCC5=CC=CC=C45,1
ralitoline,CN1C(=O)C[S]/C1=C/C(=O)N/C2=C(/C)C=C/C=C2/[Cl],1
razobazam,CN2C(=O)CC(=O)N(/C1=C/C=CC=C1)C=3C(C)=NNC2=3,1
reboxetine,CCO/C1=C/C=C/C=C1/O[C@@]([H])(C2=CC=CC=C2)[C@@]3([H])CNCCO3,1
remoxipride,CCN1CCC[C@@]1([H])CNC(=O)C2=C(OC)C=CC([Br])=C2OC,1
revospirone,O=C3N(CCCN1CCN(CC1)C2=NC=CC=N2)[S](=O)(=O)C4=CC=CC=C34,1
rilapine,CN1CCN(CC1)C3=CC2=CC([Cl])=CC=C2/C(=C/C#N)C4=CC=CC=C34,1
riluzole,N/C2=N/C1=C/C=C(/OC([F])([F])[F])C=C1[S]2,1
roflurane,COC([F])([F])[C@@]([F])([Br])[H],1
roletamide,CO/C1=C/C(=CC(OC)=C1OC)C(=O)C=CN2CC=CC2,1
rolziracetam,O=C1CCC2([H])CCC(=O)N12,1
ropizine,C/C4=C/C=CC(/C=N/N1CCN(CC1)C([H])(C2=CC=CC=C2)C3=CC=CC=C3)=N4,1
rufinamide,NC(=O)C2=CN(C/C1=C(/[F])C=C/C=C1/[F])N=N2,1
sabeluzole,CN(/C2=N/C1=CC=CC=C1[S]2)[C@@]3([H])CCN(CC3)C[C@@](O)([H])CO/C4=C/C=C(/[F])C=C4,1
secobarbital,CCC[C@@](C)([H])[C@@]1(CC=C)C(=O)NC(=O)NC1=O,1
seproxetine,NCC[C@@]([H])(O/C1=C/C=C(C=C1)C([F])([F])[F])C2=CC=CC=C2,1
sertraline,CN[C@@]2([H])CC[C@@]([H])(C1=C/C=C(/[Cl])C([Cl])=C1)C3=CC=CC=C23,1
setoperone,CC=2N=C1[S]CCN1C(=O)C=2CCN3CCC([H])(CC3)C(=O)C4=C/C=C(/[F])C=C4,1
sipatrigine,CN1CCN(CC1)C2=NC=C(C(N)=N2)C3=CC([Cl])=CC([Cl])=C3[Cl],1
spiclamine,[Cl]/C1=C/C=C(C=C1)[C@@]3([H])[C@@]2([H])CC[C@@]([H])(C2)[C@@]34CCC(=N4)N5CCOCC5,1
spiroxatrine,O=C2NCN(/C1=C/C=CC=C1)[C@@]23CCN(CC3)C[C@@]5([H])COC4=CC=CC=C4O5,1
sufentanil,CCC(=O)N(/C1=C/C=CC=C1)[C@@]3(CCN(CC/C2=C/C=C[S]2)CC3)COC,1
sulazepam,CN2C(=[S])C/N=C(/C1=C/C=CC=C1)C3=CC([Cl])=CC=C23,1
sulfamethoxazole,C/C2=C/C(N[S](=O)(=O)C1=C/C=C(/N)C=C1)=NO2,1
sulfonethylmethane,CCC(C)([S](=O)(=O)CC)[S](=O)(=O)CC,1
sulforidazine,CN1CCCC[C@@]1([H])CCN3C2=CC=CC=C2[S]C4=CC=C(C=C34)[S](C)(=O)=O,1
sulpiride,CCN1CCC[C@@]1([H])CNC(=O)C2=CC(=C/C=C2/OC)[S](N)(=O)=O,1
supidimide,O=C1NCCC[C@@]1([H])N3C(=O)C2=CC=CC=C2[S]3(=O)=O,1
taclamine,[H][C@@]24CN1CCCC[C@@]1([H])C=5C=CC=C(CCC3=CC=CC=C23)C4=5,1
talbutal,CC[C@@](C)([H])[C@@]1(CC=C)C(=O)NC(=O)NC1=O,1
temazepam,CN2C(=O)[C@@](O)([H])N=C(/C1=C/C=CC=C1)C3=CC([Cl])=CC=C23,1
tenilapine,CN1CCN(CC1)C3=NC2=C[S]C=C2/C(=C/C#N)C4=C[S]C=C34,1
teniloxazine,[H][C@@]1(OCCNC1)CO/C2=C/C=C/C=C2/C/C3=C/C=C[S]3,1
tetrazepam,CN2C(=O)C/N=C(/C1=C/CCCC1)C3=CC([Cl])=CC=C23,1
thiotetrabarbital,CCC[C@@]([H])(CC)[C@@]1(CC)C(=O)NC(=[S])NC1=O,1
tiapride,CCN(CC)CCNC(=O)C1=CC(=C/C=C1/OC)[S](C)(=O)=O,1
ticabesone (ticabesone-propionate),CCC(=O)O[C@@]3(C(=O)[S]C)[C@@](C)([H])C[C@@]4([H])[C@@]2([H])C[C@@]([F])([H])C1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]34C,1
tienopramine,CN(C)CCCN2C1=CC=CC=C1C=CC=3[S]C=CC2=3,1
tiflucarbine,CCN4CCC=3NC2=CC([F])=C1[S]/C=C(/C)C1=C2C=3C4,1
tiletamine,CCN[C@@]1(CCCCC1=O)C2=CC=C[S]2,1
timobesone,C[S]C(=O)[C@@]3(O)[C@@](C)([H])C[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]34C,1
tolboxane,CCCC1(C)CO[B](OC1)C2=C/C=C(/C)C=C2,1
toloxatone,C/C1=C/C=CC(=C1)N2C[C@@]([H])(CO)OC2=O,1
tomoxetine,CNCC[C@@]([H])(O/C1=C/C=C/C=C1/C)C2=CC=CC=C2,1
toprilidine,C/C1=C/C=C/C=C1/N3CCN(CCCO/C2=C/C=CC=N2)CC3,1
trepipam (trimopam),CO/C2=C/C=1CCN(C)C[C@@]([H])(C=1/C=C2/OC)C3=CC=CC=C3,1
triamcinolone-acetonide,CC5(C)O[C@@]4([H])C[C@@]3([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(O5)C(=O)CO,1
triamcinolone-diacetate,CC(=O)OCC(=O)[C@@]3(O)[C@@]([H])(C[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]34C)OC(C)=O,1
triamcinolone-hexacetonide,CC(C)(C)CC(=O)OCC(=O)[C@@]14OC(C)(C)O[C@@]1([H])C[C@@]5([H])[C@@]3([H])CC2=CC(=O)C=C[C@@]2(C)[C@@]3([F])[C@@](O)([H])C[C@@]45C,1
triazolam,C/C3=N/N=C4C/N=C(/C1=C/C=C/C=C1/[Cl])C2=CC([Cl])=CC=C2N34,1
triclacetamol,O/C1=C/C=C(/NC(=O)C([Cl])([Cl])[Cl])C=C1,1
triflubazam,CN2C(=O)CC(=O)N(/C1=C/C=CC=C1)C3=CC(=CC=C23)C([F])([F])[F],1
trifluomeprazine,C[C@@]([H])(CN(C)C)CN2C1=CC=CC=C1[S]C3=CC=C(C=C23)C([F])([F])[F],1
trifluoperazine,CN4CCN(CCCN2C1=CC=CC=C1[S]C3=CC=C(C=C23)C([F])([F])[F])CC4,1
trifluperidol,O[C@@]2(CCN(CCCC(=O)C1=C/C=C(/[F])C=C1)CC2)C3=CC=CC(=C3)C([F])([F])[F],1
triflupromazine,CN(C)CCCN2C1=CC=CC=C1[S]C3=CC=C(C=C23)C([F])([F])[F],1
trimethadione,CN1C(=O)OC(C)(C)C1=O,1
trimethoprim,CO/C2=C/C(C/C1=C/N=C(/N)N=C1N)=CC(OC)=C2OC,1
trimipramine,C[C@@]([H])(CN(C)C)CN2C1=CC=CC=C1CCC3=CC=CC=C23,1
tropapride,CO/C4=C/C=CC(C(=O)N[C@@]1([H])C[C@@]2([H])CC[C@@]([H])(C1)N2C/C3=C/C=CC=C3)=C4OC,1
tuclazepam,CN2C1=C/C=C(/[Cl])C=C1C(=NC[C@@]2([H])CO)C3=CC=C/C=C3/[Cl],1
tybamate,CCCCNC(=O)OC[C@@](C)(CCC)COC(N)=O,1
ulobetasol,C[C@@]4([H])C[C@@]3([H])[C@@]2([H])C[C@@]([F])([H])C1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(O)C(=O)C[Cl],1
valdetamide,CCC(CC)(CC=C)C(N)=O,1
valnoctamide,CC[C@@](C)([H])[C@@]([H])(CC)C(N)=O,1
valperinol,CO[C@@]3([H])O[C@@]2([H])O[C@@]4(CN1CCCCC1)[C@@](O)([H])C[C@@]([H])([C@@]2(C)[H])[C@@]34[H],1
valpromide,CCCC([H])(CCC)C(N)=O,1
vinbarbital,CC/C=C(/C)C1(CC)C(=O)NC(=O)NC1=O,1
vinylbital,CCC[C@@](C)([H])[C@@]1(C=C)C(=O)NC(=O)NC1=O,1
viqualine,CO/C3=C/C=C2N=C/C=C(/CCC[C@@]1([H])CCNC[C@@]1([H])C=C)C2=C3,1
xanomeline,CCCCCCO/C1=N/[S]/N=C1/C2=C/CCN(C)C2,1
