,drug_name,drug_type
851,Phenolsulfonphthalein,Substrate
852,Abacavir,Substrate
853,Benfluorex,Inducer
854,Canrenone,Inhibitor
855,Cicletanine,Substrate
856,Cyproheptadin,Substrate
857,Dasatinib,Inhibitor
858,Diflunisal,Substrate
859,Erlotinib,Inhibitor
860,Eslicarbazepine,Substrate
861,Febuxostat,Substrate
862,Hymecromone,"Inhibitor,Inducer,Substrate"
863,Mitiglinide,Substrate
864,Nilotinib,Inhibitor
865,Oleandomycin,Substrate
866,Oxymetazoline,Substrate
867,Pirprofen,Substrate
868,Pitavastatin,"Inhibitor,Substrate"
869,Posaconazole,Substrate
870,Raltegravir,Substrate
871,Riluzole,Substrate
872,Sorafenib,Inhibitor
873,Tiadenol,Inducer
874,Alprostadil,Substrate
875,Gemcitabine,"Inducer,Substrate"
876,Cladribine,Substrate
877,Glafenine,Inhibitor
878,Nitrofurantoin,Substrate
879,Riboflavin (vit B2),Substrate
880,Topotecan,"Substrate,Inducer"
881,Toremifene,Inhibitor
882,Secretin,Inducer
883,Ergocalciferol,Substrate
884,Masoprocol,Inhibitor
885,Fingolimod,Substrate
886,Albendazole,"Substrate,Inhibitor,Inducer"
887,Alitretinoin,Inhibitor
888,Anagrelide,Substrate
889,Atropine,Inhibitor
890,Benoxaprofen,Inducer
891,Clenbuterol,Substrate
892,Clobetasol,Inhibitor
893,Cypermethrin,Substrate
894,Decamethrin,Substrate
895,Enoxacin,Inhibitor
896,Ergotamine,Substrate
897,Fenbendazole,Inducer
898,Frovatriptan,Substrate
899,Guajazulen,Substrate
900,Idebenone,Substrate
901,Imipramine Oxide,Substrate
902,Imiquimod,Substrate
903,Levobupivacaine,Substrate
904,Levofloxacin,Inhibitor
905,Lomefloxacin,"Substrate,Inhibitor"
906,Meclozin,Inhibitor
907,Mitomycin,Inducer
908,Moracizine,Inhibitor
909,Niclosamide,Inhibitor
910,Nitrazepam,Inducer
911,Ofloxacin,Inhibitor
912,Pefloxacin,Inhibitor
913,Phenylpropanolamine,Inhibitor
914,Pirfenidone,Substrate
915,Prednisone,Inducer
916,Pyrazinamide,Substrate
917,Rasagiline,Substrate
918,Rifabutin,Substrate
919,Sorbitol,Inhibitor
920,Temafloxacin,"Substrate,Inhibitor"
921,Tiabendazole,"Inhibitor,Substrate"
922,Tizanidine,Substrate
923,Tocainide,Inhibitor
924,Treosulfan,Inhibitor
925,Triamterene,"Inhibitor,Substrate"
926,Trifluoperazine,Substrate
927,Zolmitriptan,Substrate
928,Metaraminol,Substrate
929,Methylphenidate,Substrate
930,Sibutramine,Inhibitor
931,Acetylcysteine,Inducer
932,Cytarabine,"Inducer,Inhibitor"
933,Dicloxacillin,Substrate
934,Fenbufen,Inducer
935,Flucloxacillin,Inducer
936,Rescinnamine,Inducer
937,Retinol,Inhibitor
938,Alum,"Substrate,Inducer"
939,Dantrolene,Inhibitor
940,Deferoxamine,Inhibitor
941,Ergometrine,Inhibitor
942,Mebendazole,Inducer
943,Mecamylamine,Inducer
944,Quassia,Inhibitor
945,Retigabine,Substrate
946,Cycloserine,Substrate
947,Oxitriptan,Inhibitor
948,Vigabatrin,Substrate
949,Acetazolamide,Inhibitor
950,Alfuzosin,Substrate
951,Allylestrenol,Substrate
952,Ambroxol,"Inhibitor,Substrate"
953,Atenolol,Substrate
954,Azatadine,Inducer
955,Brinzolamide,Substrate
956,Bromperidol,Substrate
957,Brotizolam,Substrate
958,Carboplatin,Inducer
959,Caspofungin,Inhibitor
960,Cetirizine,Substrate
961,Chlorprothixene,Substrate
962,Ciclesonide,Substrate
963,Cilnidipine,Substrate
964,Clindamycin,"Inhibitor,Substrate"
965,Clofazimine,"Inhibitor,Substrate"
966,Dihydroergotamine,"Inhibitor,Substrate"
967,Dihydrostreptomycin,Substrate
968,Dimetotiazine,Inhibitor
969,Dirithromycin,Substrate
970,Disopyramide,Substrate
971,Dofetilide,Substrate
972,Estazolam,Substrate
973,Estramustine,Substrate
974,Etonogestrel,Substrate
975,Etoperidone,Substrate
976,Everolimus,Substrate
977,Famciclovir,Substrate
978,Flosequinan,Substrate
979,Flurithromycin,Inhibitor
980,Fluticasone,Substrate
981,Fulvestrant,Substrate
982,Gallopamil,Substrate
983,Guanethidine,Inducer
984,Hydrocortisone Aceponate,Substrate
985,Hydroquinone,Substrate
986,Isosorbide Mononitrate,Substrate
987,Isotretinoin,Substrate
988,Isradipine,"Substrate,Inhibitor"
989,Ivabradine,Substrate
990,Josamycin,Inhibitor
991,Lacidipine,Substrate
992,Levothyroxine Sodium,Substrate
993,Medrogestone,Substrate
994,Metandienone,Substrate
995,Methaqualone,Substrate
996,Methylergometrine,Substrate
997,Methylprednisolone,"Substrate,Inhibitor"
998,Methylprednisolone Aceponate,Inducer
999,Miocamycin,"Inhibitor,Substrate"
1000,Olopatadine,Substrate
1001,Oxiconazole,Inducer
1002,Oxomemazine,Inducer
1003,Pazopanib,Inhibitor
1004,Phenoxybenzamine,Substrate
1005,Phenoxymethylpenicillin,Inducer
1006,Pimecrolimus,Substrate
1007,Pinacidil,Substrate
1008,Prazepam,Substrate
1009,Propiverine,Inhibitor
1010,Pyridostigmine,Inducer
1011,Quinupristin/dalfopristin,Inhibitor
1012,Rifaximin,Inducer
1013,Rokitamycin,"Inhibitor,Substrate"
1014,Roquinimex,Substrate
1015,Rufinamide,Inducer
1016,Rupatadine,Substrate
1017,Salbutamol,"Inhibitor,Substrate"
1018,Saxagliptin,Substrate
1019,Sodium Edetate,Substrate
1020,Spiramycin,Substrate
1021,Sufentanil,Substrate
1022,Tasosartan,Substrate
1023,Tetramethrin,Inducer
1024,Tiagabine,Substrate
1025,Tirilazad,Substrate
1026,Tofisopam,Inhibitor
1027,Vindesine,Substrate
1028,Zomepirac,Substrate
1029,Celiprolol,Substrate
1030,Unoproston,Substrate
